compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
CErFeHKNO							1																						
EuFeOSr												1				1				1					1				
CCeHS			1							1	3				1									1					
HoMgNaOW														1															
CoFeTaTb																													
CaLaNaNbORb				1																									
BCaCeO																													
GaNdOSi																													
CHNdPS							1				1								3						1				
CHLiNSiY	6	4			2	3					5		1										2						
CoLaMnO		2		4	2		3	3				2			3					1		2	2	1	2	1			
CeCrMnO																										1			
FeGaLaOPbPtY																													
BaEuLiMoOSrWY																											7		
AsCuHoP						6																							
BeOYb																													
BCDyHNaOSi																									1		1		
BaNiOYZn		1			3		5		2																				
CaLaLiMnNdO																									1				
CHPmSi							5																						
CoNaOWY																						1							
CaCeFOP									1																				
GaNdOSr																													
BaCuHgLaOTl	7																												
LaOSbSrZn																					1								
AsOY																							2						
EuFHOPSr																													
CDyMnSi				1																									
BiNdOTi						1	7	1	4	2	5	3		3	1		2	1								4			
BiGdLiOPrTe																											6		
CClGdHNOPZn																			2	1									
AsAuSm															1														
CFeGeHNOPrW																											1		
EuLiLuOTbTe																										5			
AgMoOTmW													1																
EuNNdOSiSr																											2		
CHINOTbZn																				1									
DyEuHOP																				1									
AgCDyHNO												1	2	2	1				1					1					
DyEuNaOTmWY																					5								
DyLaLiMoOTmW																				4									
BiLaPbS						1																							
BrInSm	1																												
CCoErFHINOP																		1											
GdMnSSb															1														
BCErHN		1						3	3					3	1				2								1		
CeEuNOSiSr												3																	
CoLaNdNiSi								5																					
AlEuFeLuO						1																							
AlBCFHNPScSi													1																
CrLaMgO				2	8												8												
BCErHO				1	3						1		1												1				
CaFeGeLuOSmY																													
OPrTaTiZr													1																
GdLaNdOSmYbZr																									1		1		
CaFLaNaOPSm																		9											
CeCoLaMgNi										5			1																
BrCHNOPrReSe											1																		
BCErHP																							1		1				
AlBaCeOSc																													
BBiCaDyEuO																									8				
HoMgRh												2										1							
ErHMoOSe																1													
BaClHLaO																													
BrCsOSeSm								1																					
CHNOVY																								8					
BCErHS																								1					
CoLaNdNiSn				1																									
CuLaOSrV	8							10																					
BCHNNaY										2																			
AlFeLa				1	5	1	2		1					8	1					6	1								
CuNdOSe																													
AuCeGa		1				1																	1						
AsCuYb								1																					
CuLaOSrY						1		1																					
GdORuY																	3												
HoKOSi								1												1									
AlBaCeOSi			1																										
NiSiY																		1	3		1		1	1					
CsEuMgOPSi																								10					
AgClCsSc																											1		
BiFeLaOPbTiZr								3						2															
EuFHNY														1															
CeOSeTa																													
AuCeGe		1										2			3											1	1		
CHMnNOSTb																			1						1				
CCrDyMnSi																							1						
AlCoGdTb														1										1	1				
BaEuLiMoOTb																							11						
CaCuOSrTbTl				1																									
CdYb					1	1	1		1																				
NbSSm																													
MoOPrTe												1																	
ClHOSc				2					1		2						1			1	1			3		2			
CuNdOSm																										1			
EuMoNaOP																						1							
HoMgRu												1																	
EuKOPSrYb																		5											
HNOPPm													1																
CaEuOSrV															1														
HHoOPTaW																							1						
BiLaNbOPbSrTi		4	1																										
CuFeLaNiOZn												3															4		
AlCHLaOSi									2																				
CaEuOSrW																		1					5						
EuMoNaOS													6																
GdHoMoNaOTm																			1										
CClFeHNOY									1		2			1		1			2			1		1	1		1		
CoGeLa	1	1												1							1								
CuNdOSr	6	5		12	1	1			1						1	3													
HNOPPr													1																
CdErF			6																										
EuMoNaOW													3																
BNiPr	1				1																								
BBrCHNOY					1																	1		1					
RuTbY																													
CClHLiNOPrSi																1													
CuGdNd				4																									
EuMoNaOY												1				2			7						1	5	1		
ClHOSm							1				1							1	1	1									
GaHNdOW																													
HoMgOPSZn																							5						
BaCoOSm			1	1	1								2	3	2	3													
BaCeCuLaOY																													
AlFeLu						2						1		1				5				4							
CuGaOY														1															
PbSmTeTl																							5						
CFeHoN																													
AuCeMnSi		1																											
HMoOTb																						1							
NaOTbWY																									6				
BaLiMoOYb																1													
OTmWYb																								6					
CaEuLiOSrV															1														
CeEuLaO																						4			5				
