compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
CCeHN	7	2	4	1	9	3	3	10	12	4	10	6	8	5	6	4		6	15		5	12	9	8	4	6	2		
AuCFHNNaPS																	1												
CCeHO	2	1	1		5		2	5	5	3	15	18	2	7	10	8	2	5	9		1	5	4	2	1	11	14		
CHInKNOS							2							5	2														
CCeHP																											1		
CCoHOPS	20	1	32	16	11	15	2	6	5		8	4	14	15	7	8	8	3	16	1	16	1	5	1	1		1		
BrCHIrNOP						1			1										2			2				1	5		
CHHfSn	1									4														1					
BrCHPRu	6	5	1	2	1	2	1	4	1	1	2	3	7			3	1	1	1		2	2		3	2				
BCClFHIrNTl																						1							
CCoHOPU										1																			
CFeSTa										1																			
BCFHNOSeSr																					1								
CCeHS										1	2				1									1					
CCoHOPV							2				1						20		1										
BrCHIrNOS									2		2					1			2			9		1		2	2		
CCoHOPW	1		2	5	3	8			1			2		3	1				2				1	2					
BCFeZr			3																										
CClHInSb																							2		1				
CNiYb																													
CClHIPZn				1																									
CCoHOPY				1																									
CHOTiZn									1			1			3														
BrCCoCrHNPS																													
BrCHLiN					1			1							1					1		1							
CHHgIPSe																													
AlCHOSSi			2			7	6		4			3	5																
BrCHLiO															2	8	1					1	1						
CClHInSe														5	1		2												
AgBCFHRu																													
AlCHNTe					2	1		1	1																		4		
CClFeHNOOsPRe													1									2							
BrCHLiP			1																										
AlBCClH							1									7	1					2		1					
BCHNPReSe							1								1														
CClHIPZr			4		1																								
BCCuFHPRu																					2								
CHOTiZr			2			7						1					2			3									
BCFHLiPPt		1																											
CHHgIPSi		1																											
BrCHLiS																													
CClHInSi		2	2	3		1																	1						
AlCHNTi			1								7	1	1	1															
AgBCHPSW												2																	
CEuHIrNO																						1							
BCHOSeTaW																											1		
AsCHNOSSm																							1						
CClHOPPtSnW																					2								
CFeHNOsRu						1																							
AlCHNSeSi				1																									
AsCHNOSSn	1																												
BCCoHLiOSi	2																												
BiCGeHIrO																	3												
CCoHOPb										2															2				
BCCuFHLiN																													
BCCuFHLiO																													
BrCClFHORu																						1							
AlCHNTm														2															
CClCoHMnNO		1		2	1	2				10		2		1		8	5	4	2		2	4	2	1		1	1		
CGeHKNOTl																1													
CCoHOPd														2				1	8					1					
CClCoHMnNP										2			2																
CErFeHNNiO																			1										
BrCFYb																													
CHNOPPdTe																									1				
BCFHOPdRh																										1			
BCHINPdS						1																	1						
CClCoHMnNS	1										2																		
CCdFeNO																										2			
BrCClCuHNOSi																		1											
CCoHKNaOSnWZn											1																		
CHNPrSbSe													1							1									
AgAuCFHNO																1									1				
AgAuCFHNP			1		1				1									1		2	2					1	1		
CHNOPPdTl					3																								
ArBeCFH										2																			
AgAuCFHNS																	1						11		2				
BrCHMnOPPdS																													
AgBCHPSi																						3				3			
BBrCClFHOPPdS																				1									
BrCClHNORuS		2							1			4			1	7	1	6	3	1	6	6	4	5	1	3			
CCoHOPr																													
CClHNNaOYb										1				2															
CCoHOPt				1							1	1							1						1				
AgBCHPSn												3																	
BCClHINOPRuS																	2												
BBrCHInN																			1			2							
BBrCHNOPSeW																											4		
BCHNOPdS			2								5											2		1		1			
BCHOTa		3		1	1			3				2		8	2	1					1		2						
BCHOTb													1						2	1									
CHNSeSiTeV	2																												
BCHOTc																													
CCsEuHNO						1									1		2					1					2		
CHKNOPSW																					2								
CHKNPTb																									1				
CHINOPSSm																													
CHNPRbSi														1															
CHNNdOPRe																													
CHINOPSSn																	1												
CGaHLiSi					1										2			1		5									
CHKNOPSY																										1			
CHOPPdZr										1				2															
BrCHMgNOSSi																													
BCHOTh									1										3	1		3	1						
BCHOTi	3	2	5	6	4	2	4	8	3	6			1	4		11	1	4					2				1		
CFeHIrSe																													
CFFeHI																				1			1	3	4		3		
CHNPRbSn											1																		
CClCsFFeHNOP								1																					
BCFHOPPtSZn											1							1											
BCHOTl																								1					
CErRuSi				1																									
BCHOTm			1										1			1													
CFeHIrSi																									1				
CHKNORuSiW																1													
CFFeHN	12		16	47	9	5	17	9	7	13	3	24	7	1	13	15	3	18	55	10	9	44	19	32	12	34	26		
CClHOsSb			1		2		1																						
CFHHgOPS			4				1											1		2									
BCGeHKOP																							2						
CFFeHO	15	6	2	2	2	9	8	11	7	1	20	8	1	1	3	12	18	10	15	13	22	26	19	21	15	34	33		
BrCFHRh												1																	
CHKNOPSc																							1						
AlBrCFeH												2							2										
CFFeHP	8	15	9	8	31	17	15	14	36	14	51	23	7	27	16	12	7	37	14	13	12	7	21	2	17	5	6		
CClHOsSe															1														
CHKNOPSe																				2		1	1	1					
CClHInNTe							1																						
CClHNOPSTbZn																		1											
CFFeHS		4			1							2			3			1	5	5	6		2	7	1	1	1		
CHOZnZr			3									1														5	1		
CClCuHIMg																													
CClCrHNNdO																		1									1		
CHKNOPSi																										1			
BCFHNaOPS																						1							
CEuFHLaNO																		4								4			
CClHIrOSSb																													
AgCCoFHNOSb													1	2															
AsCClFHOTi															1														
CClCoHHgNOP																													
BCFHIrORu	1																												
CHKNOPSm																					4								
CClHOsSn																													
CCoFHNPRuSb								1																					
AsCClHNOPReS										2																			
CClCoHHgNOS							3			3																			
BrCFHRu			1					1																					
BCHLiMnOPPt																													
AgAuBCFHNOPS																	1			2		1							
CClHIrOSSi										1																			
CClHORhTa																					1								
CHNOSTbZn														1				1					1						
BrCClHINZn																						1							
CClFFeHOP		2			1		2			6				1	3	1	1			1	3	4			2	2			
BrCHPSW						2		2		1					3														
BCFHIMoOPS																													
CClHORhTe								1																					
CHPPdRuSTi						1																							
CCuFFeHNOOsPPtReRuSiTi													1																
BaCClCuHNOSZn													1																
CClHIrOSSn																													
CClFFeHOS		3	2	1	1	1					1		1														1		
CHIInNTe													2																
BBrCClHNOPPtW																										2			
CGeHOPPd																1													
BCFHIMoOPW				9																									
BCFeHPRh						1				1	1																		
CFFeHg																										1			
CHIInNTi											3																		
BCCuFHPSW						2																							
CCoHLiPS																													
BrCHNPPdPtS																													
CHKNOOsZn														1															
AgCClGeHNP																							2	2					
BiBrCCuHNS					1																								
CCuFHINOP				1										1		1				4	5		2	2		1	1		
CEuGaH												1																	
AlCCeHNOSi																						2							
CCuFHINOS														1		1								1					
AgBCFHSb	4																						1						
BCFeHPRu									1	3		1		1															
BCClHNOSSiW																								1					
CGeHOPPt										3		1				1			2		2								
AgBCFHSe												1																	
CHHfTe																													
BrCHIOPPd																	1									1			
CHOReRh								1							4														
BCFeHLiN	1	1	4			2			1																		1		
CCoHLiNPSe																										1			
BrCHPSn				3							1									1				1					
BCFeHLiO	4				1			1	4	1		5	1	7				2		4									
AgBCFHSi																			1										
BCErSi							1																						
BCCeFHNOP																		1											
CCeIN																3													
BCFeHLiS																													
BCCeFHNOS	1																										1		
BCFeHNRuS																							1	1		1			
CClHILiOZn																													
BCCuFHPSn																		1											
AsCHNOSTc																										1			
BrCHIrNPS																3													
CHgINS	1																												
CHOReRu		4		3			1			3	1																		
AlCHOSTi										1	1																		
AlCFHLiOSi	1					2					6		1																
BCClHKOY													1																
CClHInTe														2															
BiCHILiO																													
CFFeHNScSi																						1							
BrCClFHOSn																								1					
BrCHIOPPt																					1					1			
CCdClHNNiOS	1																					1							
AsCHNOSTi											3		2	3															
CClFeHINOPRu									1							1											1		
AgCHOPPt		5	1					2																					
CCuHOPSeSi												1																	
CClFHHfSi																						2							
CCeFeHINOP																2													
CCdClFHNPt									1		1				1														
BCFHOPdSb														1															
AsCHNOSTm																				1									
AlCHNSeTi												1																	
CPbPd																		1											
CGaHOSiTe								3																					
CCuHOPSeSn																					1		3						
AuCClHInPSe									3																				
CClFHHfSn										2																			
CCaNaOSiZr																											3		
CClCoHMnOP					2																			1					
CNiZn												2			1	1													
CHKNiO								1		1													1						
CLuNScSi																													
BrCClHOSZn																													
BrCHIrNPd																		2								1	1		
CHHgINPSe																			2							1			
BrCHHgOSSe									1																				
CNiZr																													
BrCClHOSZr																1													
AgAuCFHOP												1			1			3	4		1								
BrCCoHINNi														1															
CHNScSe																2						2							
BrCHHgOSSi																													
CEuHMoNO								1			1							1					2						
AsCGaHINSi										2																			
AgAuCFHOS												1																	
CHNScSi	10				3	6	7	3		3	2	7	13	8	3	13	3	19	1	2	3	3	4	2	2	8	7		
CCeIn					1																								
BrCFZn																			1						1				
CHNiSiZn																							1						
AuCFeHMoNOPRu													1																
BrCFZr												1																	
BCFHIrOSW							1																						
CClCuHINO	1							1	3		2	1	1	8		3	2	6	4	6	3	8	1	15	5	7	6		
BrCHIrNPt					1																								
CClCuHINP	1						1				1			1	1	4	1	7	2	1	1	5	3	4	1	6	1		
CClCuHINS												1	1													1			
BCClFHNPPdS								1						2				4	1		2								
CGaHKNNiO								1																					
AuCHKLiNOP			2																										
CClCrHNOSiZn																									1				
